No,date,Fa1,Fa2,Fa3,Fa5,Fa6,Fa7,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,PCE_pred
4918,20241009,0.05,0.15,0.8,2.55,0.45,1.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.734,13.509082
8560,20241120,0.15,0.15,0.7,2.85,0.15,1.3,0,0.0,0,0.0,0,0.0,11,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,12.0,160,100,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.224,15.891697
38586,20250328,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,0,0.0,0,0.0,4900.0,31.0,14.0,120.0,100.0,5.0,25.1081,23.9595
39958,20250407,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,4,1.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,13,2.0,2,1.0,0,0.0,5000.0,33.0,10.0,120.0,100.0,5.0,22.8869,23.010498
37686,20250324,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.212446352,6,0.070815451,6,0.046738197,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,10,1.0,0,0.0,0,0.0,0,0.0,4100.0,30.0,12.0,100.0,100.0,4.0,23.3104,23.475426
26437,20250107,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.132,11,0.198,0,0.0,0.0,0.0,0.0,0.0,2000,10,5000,30,8.0,210,100,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5637,19.081642
36038,20250313,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,14,0.165,6,0.165,0,0.0,0.0,0.0,0.0,0.0,1000,10,4800,35,10.0,160,110,25,11,1.4,0,0.0,0,0.0,0,0.0,5003.0,33.0,14.0,120.0,100.0,4.0,23.0951,21.64801
27894,20250113,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,14,0.2475,4,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,170,100,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.938,18.993042
32595,20250312,0.08,0.1,0.82,3.0,0.0,1.65,2,10.0,6,0.5,0,0.0,10,0.198,1,0.132,0,0.0,0.0,0.0,0.0,0.0,1058,6,4617,23,10.0,214,100,18,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0412,21.025969
33289,20250114,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,30,6.0,160,110,30,11,0.625,0,0.0,0,0.0,0,0.0,5000.0,30.0,5.0,100.0,100.0,13.0,21.1853,21.182083
45265,20250606,0.05,0.05,0.9,3.0,0.0,1.6,2,14.6,6,0.517,0,0.0,8,0.33,0,0.0,0,0.0,4000.0,30.0,100.0,10.0,1000,5,5500,30,10.0,150,110,15,4,1.0,0,0.0,0,0.0,0,0.0,4000.0,20.0,8.0,130.0,100.0,5.0,19.6538,20.45022
35472,20250228,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,14,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1008,12,5026,40,10.0,200,110,25,11,1.4,0,0.0,0,0.0,0,0.0,5000.0,30.0,7.0,120.0,100.0,3.0,20.7645,21.356266
21489,20241221,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,8.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.408,18.44921
28416,20250217,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.8,0,0.0,9,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,12.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0425,19.58626
4108,20240928,0.05,0.1235,0.8265,2.7,0.3,1.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,120,110,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.853,14.5635395
19796,20241217,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,11,0.0825,1,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9972,18.16655
45457,20250606,0.05,0.05,0.9,3.0,0.0,1.5,2,14.6,6,0.517,0,0.0,7,0.33,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,120,13,11,1.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,8.0,130.0,100.0,10.0,20.896,21.641666
33894,20250117,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,35,15.0,200,110,15,11,1.4,0,0.0,0,0.0,0,0.0,5000.0,30.0,7.0,120.0,100.0,3.0,22.6491,21.25428
25206,20250103,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,9,0.2475,11,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,15,4900,25,9.0,160,105,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2342,18.435507
45850,20250611,0.05,0.05,0.9,3.0,0.0,1.6,2,14.6,6,0.517,0,0.0,7,0.33,0,0.0,0,0.0,5000.0,30.0,100.0,10.0,1000,5,5500,30,10.0,150,110,15,8,0.5,0,0.0,0,0.0,0,0.0,4900.0,20.0,8.0,130.0,100.0,5.0,21.4742,20.779486
27383,20250109,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,14,0.2475,4,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,170,110,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8076,19.034323
20238,20241218,0.1,0.0,0.9,2.8,0.2,1.5,5,0.8,2,6.0,0,0.0,10,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,8.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9392,17.19041
16516,20241205,0.1,0.0,0.9,2.8,0.2,1.5,4,4.0,0,0.0,0,0.0,10,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,8.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.456,15.363173
33763,20250117,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,30,6.0,160,110,30,11,0.5,0,0.0,0,0.0,0,0.0,5000.0,26.0,6.0,130.0,115.0,4.0,19.8576,20.384829
40926,20250411,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,2,0.5,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,0,0.0,0,0.0,4900.0,30.0,8.0,130.0,100.0,5.0,24.2593,24.027716
25361,20250104,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.8,0,0.0,10,0.198,11,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,12,5100,30,10.0,180,105,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9955,19.068998
43378,20250523,0.05,0.05,0.9,3.0,0.0,1.65,2,15.0,10,2.0,0,0.0,2,0.5,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,5,5500,30,10.0,150,110,15,8,0.5,0,0.0,0,0.0,0,0.0,5000.0,30.0,8.0,100.0,100.0,5.0,22.9323,22.540205
19672,20241217,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,13,0.165,11,0.165,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5815,18.507921
39494,20250402,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,16,2.0,5,0.5,3,0.4,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,21.2748,21.725992
37414,20250321,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.066,2,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,10,1.0,0,0.0,0,0.0,0,0.0,4100.0,30.0,11.0,100.0,100.0,4.0,24.1349,23.454924
907,20240913,0.1,0.1,0.8,2.95,0.05,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,105,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.683,14.355057
36736,20250318,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.4,0,0.0,0,0.0,0,0.0,5000.0,30.0,14.0,120.0,100.0,5.0,22.6093,22.384531
44754,20250604,0.05,0.1,0.85,3.0,0.0,1.6,5,1.0,2,14.6,0,0.0,5,0.33,0,0.0,0,0.0,4000.0,20.0,100.0,10.0,1000,10,5000,40,10.0,160,110,25,8,0.5,0,0.0,0,0.0,0,0.0,3000.0,30.0,8.0,130.0,100.0,5.0,21.7335,21.661455
22577,20241224,0.05,0.16,0.79,2.9,0.1,1.73,6,0.4,1,2.5,0,0.0,9,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9012,17.21988
38354,20250327,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,4,2.0,0,0.0,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,23.1734,21.395441
25911,20250106,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,9,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1300,12,5500,28,9.0,190,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9203,18.772943
37207,20250320,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,0.75,7,0.25,0,0.0,0,0.0,4900.0,31.0,14.0,120.0,100.0,5.0,21.2942,22.224434
36467,20250317,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,0,0.0,0,0.0,0,0.0,4500.0,31.0,15.0,90.0,100.0,3.0,22.0662,22.358944
41198,20250415,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,2,0.75,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,3,0.4,0,0.0,4900.0,30.0,9.0,130.0,100.0,5.0,23.3212,23.702658
32739,20250312,0.07,0.1,0.83,3.0,0.0,1.63,2,10.0,6,0.4,0,0.0,1,0.2475,10,0.0825,0,0.0,0.0,0.0,0.0,0.0,1024,11,5726,33,7.0,201,110,23,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2295,20.237482
37094,20250319,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.165,6,0.055,6,0.11,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.9,0,0.0,0,0.0,0,0.0,5000.0,31.0,10.0,100.0,100.0,7.0,23.9349,23.486105
41366,20250417,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,4,2.0,0,0.0,5000.0,31.0,10.0,120.0,80.0,5.0,23.106,23.90958
37466,20250321,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.165,6,0.11,7,0.055,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.4,0,0.0,0,0.0,0,0.0,4800.0,31.0,10.0,110.0,110.0,2.0,22.5999,23.126747
39235,20250401,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,1,2.5,0,0.0,5000.0,30.0,10.0,100.0,100.0,5.0,22.9096,23.703781
36581,20250317,0.05,0.095,0.855,3.0,0.0,1.63,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,200,110,25,11,1.9,0,0.0,0,0.0,0,0.0,5000.0,31.0,11.0,100.0,100.0,7.0,21.5833,21.70365
22013,20241223,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,13,0.0825,9,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3959,18.397356
6000,20241019,0.15,0.3,0.55,2.85,0.15,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,110,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.174,14.354045
23690,20241227,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.5,0,0.0,10,0.188571429,11,0.141428571,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4429,19.041765
13526,20241202,0.05,0.1,0.85,3.0,0.0,1.73,0,0.0,0,0.0,0,0.0,9,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.489,16.802452
37935,20250325,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,10,1.0,5,0.25,0,0.0,0,0.0,5000.0,31.0,10.0,120.0,100.0,5.0,23.3546,22.531475
29345,20250219,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1001,10,4804,35,8.0,160,110,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3198,18.225477
27831,20250113,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,30,6.0,180,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3268,18.90283
44629,20250604,0.05,0.1,0.85,3.0,0.0,1.7,2,14.6,6,0.517,0,0.0,6,0.33,0,0.0,0,0.0,5000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,110,25,8,0.5,0,0.0,0,0.0,0,0.0,3000.0,30.0,8.0,130.0,100.0,5.0,21.9668,21.407604
28984,20250218,0.1,0.0,0.9,2.8,0.2,1.5,2,4.0,4,0.6,0,0.0,9,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1100,10,4900,35,7.0,190,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4095,18.634642
30134,20250224,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.11,6,0.22,0,0.0,0.0,0.0,0.0,0.0,970,10,4680,30,8.0,195,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3423,20.084845
46710,20250320,0.05,0.08,0.87,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,5,0.33,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,110,15,15,1.0,0,0.0,0,0.0,0,0.0,5000.0,30.0,6.0,100.0,100.0,5.0,25.2043,24.423605
34690,20250211,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,13,0.11,11,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,4700,35,8.0,200,115,30,10,1.6,0,0.0,0,0.0,0,0.0,4600.0,33.0,13.0,100.0,110.0,4.0,17.6922,17.775358
7092,20241024,0.05,0.1,0.85,2.85,0.15,1.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.527,14.994123
26458,20250107,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.132,11,0.198,0,0.0,0.0,0.0,0.0,0.0,1200,12,5300,25,5.0,160,100,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7928,19.104944
37662,20250324,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.180327869,6,0.090163934,2,0.059508197,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,10,1.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,10.0,100.0,100.0,3.0,23.1916,23.015112
28266,20250217,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,35,12.0,180,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3663,19.71545
21094,20241220,0.05,0.1,0.85,3.0,0.0,1.73,2,5.0,3,15.0,0,0.0,10,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3676,17.69754
1312,20240914,0.05,0.1,0.85,2.87,0.13,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,150,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.751,14.877195
36270,20250314,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.9,0,0.0,0,0.0,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,23.7204,22.424274
38058,20250325,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.4,7,1.0,0,0.0,0,0.0,5000.0,30.0,11.0,120.0,100.0,5.0,22.0038,21.917217
42016,20250424,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.165,6,0.11,6,0.055,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,1,2.5,0,0.0,4600.0,33.0,14.0,110.0,100.0,7.0,23.314,23.367327
6280,20241019,0.15,0.3,0.55,2.85,0.15,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,15.0,120,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.937,14.273376
32947,20250312,0.05,0.095,0.855,3.0,0.0,1.63,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,12,5000,40,10.0,180,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.339,20.176594
32903,20250312,0.06,0.1,0.84,3.0,0.0,1.65,2,10.0,6,0.5,0,0.0,10,0.198,1,0.132,0,0.0,0.0,0.0,0.0,0.0,1196,12,4742,26,10.0,201,110,19,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7626,20.798887
45127,20250605,0.05,0.05,0.9,3.0,0.0,1.5,2,14.6,6,0.517,0,0.0,7,0.5,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,120,13,10,1.0,0,0.0,0,0.0,0,0.0,3000.0,30.0,8.0,130.0,100.0,5.0,19.7989,20.848154
25980,20250106,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,9,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,12,5400,30,6.0,230,105,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3005,17.685911
4037,20240928,0.2,0.1235,0.6765,2.7,0.3,1.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,100,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.61,13.77217
21659,20241222,0.05,0.16,0.79,2.9,0.1,1.73,1,2.0,4,0.6,0,0.0,9,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.329,17.678366
43153,20250522,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,2,0.5,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,3,0.4,0,0.0,4900.0,30.0,8.0,130.0,100.0,5.0,23.9124,23.542381
36926,20250319,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.066,8,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.9,0,0.0,0,0.0,0,0.0,5000.0,33.0,11.0,100.0,100.0,6.0,22.8675,23.418058
33032,20250110,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.11,6,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,4700,30,8.0,200,115,30,11,1.0,0,0.0,0,0.0,0,0.0,5000.0,25.0,12.0,100.0,100.0,7.0,20.9377,20.37504
37279,20250320,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,0,0.0,0,0.0,4000.0,30.0,10.0,100.0,90.0,5.0,23.8351,22.772108
35856,20250311,0.07,0.1,0.83,3.0,0.0,1.63,2,10.0,6,0.5,0,0.0,10,0.198,1,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,200,105,20,11,1.4,0,0.0,0,0.0,0,0.0,5000.0,30.0,7.0,120.0,100.0,3.0,20.8069,21.537952
47330,20250420,0.05,0.05,0.9,3.0,0.0,1.5,2,12.66,8,20.8,0,0.0,7,0.33,0,0.0,0,0.0,4000.0,30.0,90.0,10.0,1000,10,5000,40,10.0,160,110,15,12,0.5,0,0.0,0,0.0,0,0.0,4000.0,30.0,6.0,100.0,90.0,5.0,25.3734,24.202934
19650,20241217,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,13,0.0825,9,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1839,17.680923
41386,20250417,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,1,0.75,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,0,0.0,0,0.0,4900.0,30.0,8.0,130.0,100.0,5.0,24.9005,24.193968
36226,20250314,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,10,1.4,0,0.0,0,0.0,0,0.0,4600.0,31.0,13.0,115.0,105.0,5.0,23.6095,22.368122
41094,20250415,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,1,0.25,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,3,0.4,0,0.0,4900.0,33.0,9.0,110.0,100.0,6.0,22.162,23.807081
