index,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y
6856,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,800,10,4500,35,10,100,105,45,,,,,,,,,,,,,,,14.17,72.254,1.0199,19.228,100,9.9591,39.2132,10.6887,5.2204,2.5987,7.8333,19.4454,44.4988,43.7422,29.3984,exp_20241024_0\all\Image\20241024_14_34.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6864,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,800,10,4500,35,10,100,105,45,,,,,,,,,,,,,,,14.435,75.675,0.99474,19.176,99.9,9.6738,38.4997,10.3842,5.1835,2.6817,7.6969,18.6429,44.5643,43.4058,27.529,exp_20241024_0\all\Image\20241024_14_14.JPEG,20241024,20241024,2,0,0,2,black,35,37033.977,28.4,6400,20000,11721.977,1.861176471,20000,11721.977,1.861176471,20000,11721.977,1.861176471,1024_1\GP_PL_20241024_14_14.csv,,,,,,,,,,,,,
6866,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.7,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,12.898,66.213,1.0273,18.962,96.3,9.9007,47.8099,10.754,6.1053,2.8757,8.3428,18.4835,50.4151,54.8775,38.137,exp_20241024_0\all\Image\20241024_15_55.JPEG,20241024,20241024,6,0,0,6,black,30,57300.766,22,0,20000,5615.764,2.5842501,14600,11062.764,3.166986438,12800,16744.764,3.168437656,1024_3\GP_PL_20241024_15_55.csv,,,,,,,,,,,,,
6877,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.7,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,12.936,65.383,1.034,19.135,99.2,10.396,41.3544,11.2335,5.5187,2.6656,8.3995,20.1229,45.2983,46.0404,32.7245,exp_20241024_0\all\Image\20241024_15_35.JPEG,20241024,20241024,4,0,0,4,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.7,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,13.209,65.987,1.0161,19.701,98.8,10.2461,40.0343,11.0548,5.3785,2.6283,8.2228,19.8873,45.923,44.4313,29.7486,exp_20241024_0\all\Image\20241024_15_15.JPEG,20241024,20241024,2,0,0,2,black,30,57208.691,22,0,20000,9344.693,2.3931999,14200,11420.693,3.224506901,7600,16883.693,5.305920789,1024_1\GP_PL_20241024_15_15.csv,,,,,,,,,,,,,
6890,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,13.822,69.209,1.0338,19.319,99.4,11.6204,43.8981,12.464,5.4054,2.2486,8.6764,23.9362,45.6427,46.2045,39.8471,exp_20241024_0\all\Image\20241024_16_56.JPEG,20241024,20241024,5,0,1,6,black,30,43364.836,27.6,5600,20000,4100.835,2.726666736,17400,8613.835,2.945000085,15800,12875.835,2.989117745,1024_3\GP_PL_20241024_16_56.csv,,,,,,,,,,,,,
6908,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,13.987,72.822,0.96973,19.807,100,11.5282,40.2193,12.3483,5.028,2.2289,8.5466,23.8092,45.8733,41.5537,33.2309,exp_20241024_0\all\Image\20241024_16_16.JPEG,20241024,20241024,2,0,0,2,black,30,35966.836,27.8,5800,20000,7069.835,2.03500007,20000,7069.835,2.03500007,17000,10615.835,2.263482232,1024_1\GP_PL_20241024_16_16.csv,,,,,,,,,,,,,
6912,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,13.83,76.462,0.98269,18.407,98.1,12.1801,49.5957,13.0839,5.7479,2.4165,9.1761,24.9477,50.8674,51.1469,46.7729,exp_20241024_0\all\Image\20241024_16_36.JPEG,20241024,20241024,7,0,0,7,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6928,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,45,,,,,,,,,,,,,,,14.774,71.655,1.0067,20.48,99.8,10.3979,43.1221,11.3697,5.4309,2.5725,8.7672,19.8539,47.7971,43.6757,37.8935,exp_20241024_0\all\Image\20241024_17_37.JPEG,20241024,20241024,3,0,0,3,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6932,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,45,,,,,,,,,,,,,,,14.728,77.946,0.95778,19.728,100,10.4726,40.0191,11.4018,5.1843,2.5345,8.6429,20.2403,46.7555,42.0327,31.269,exp_20241024_0\all\Image\20241024_17_57.JPEG,20241024,20241024,2,0,0,2,black,20,57354.035,27,0,20000,5977.035,2.56885,12600,11451.035,3.643095238,3200,16685.035,12.7090625,1024_3\GP_PL_20241024_17_57.csv,,,,,,,,,,,,,
6936,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,45,,,,,,,,,,,,,,,15.704,78.104,0.97548,20.612,100,9.8457,37.5274,10.6823,5.1468,2.7417,8.1884,18.6069,46.049,41.249,25.2841,exp_20241024_0\all\Image\20241024_17_17.JPEG,20241024,20241024,1,0,0,1,black,20,57355.035,27,0,20000,6929.035,2.5213,7200,11232.035,6.405972222,3600,16088.035,11.46305556,1024_1\GP_PL_20241024_17_17.csv,,,,,,,,,,,,,
6948,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,17.046,84.823,0.97842,20.539,98.5,21.2029,56.7987,23.3275,5.4924,2.7212,16.7708,44.1167,53.3578,38.9504,78.088,exp_20241024_0\all\Image\20241024_18_18.JPEG,20241024,20241024,9,0,1,10,black,30,57315.035,22,0,10800,5650.035,4.783796296,7600,11433.035,6.037105263,2600,16381.035,15.74384615,1024_1\GP_PL_20241024_18_18.csv,,,,,,,,,,,,,
6956,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,16.422,85.587,0.92809,20.674,99.9,21.7521,49.9013,24.1419,4.9394,2.528,17.7905,44.9379,51,29.5102,69.1938,exp_20241024_0\all\Image\20241024_18_38.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6960,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,15.341,88.84,0.92305,18.707,99.8,21.5117,51.5677,23.7833,5.1686,2.6339,17.3637,44.5376,51.8618,33.3012,69.54,exp_20241024_0\all\Image\20241024_18_58.JPEG,20241024,20241024,2,0,1,3,black,30,57340.035,22,0,10400,5679.035,4.967403846,8200,11285.035,5.616463415,7400,15893.035,5.600945946,1024_3\GP_PL_20241024_18_58.csv,,,,,,,,,,,,,
6965,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,45,,,,,,,,,,,,,,,14.182,70.408,1.0295,19.566,99.4,9.867,44.2973,10.6191,5.7668,2.8234,7.9645,18.813,46.6244,49.3538,36.9138,exp_20241024_0\all\Image\20241024_19_39.JPEG,20241024,20241024,4,0,0,4,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6980,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,45,,,,,,,,,,,,,,,14.144,75.89,0.99193,18.789,95.4,10.0993,52.6717,10.9306,6.4076,3.0124,8.456,18.8296,50.4714,59.4208,48.1227,exp_20241024_0\all\Image\20241024_19_59.JPEG,20241024,20241024,8,0,0,8,black,20,39877.578,31.2,4200,16400,3987.578,2.941803279,14000,7969.578,3.255918367,12000,11959.578,3.579230769,1024_3\GP_PL_20241024_19_59.csv,,,,,,,,,,,,,
6984,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,45,,,,,,,,,,,,,,,14.289,78.186,0.96033,19.031,100,9.9609,48.0126,10.6796,6.1604,2.8444,7.919,19.1191,50.0731,54.4824,39.4824,exp_20241024_0\all\Image\20241024_19_19.JPEG,20241024,20241024,5,0,0,5,black,20,37187.578,31.8,4800,18200,3711.578,2.498208955,16000,7212.578,2.676339286,10000,10924.578,5.050576923,1024_1\GP_PL_20241024_19_19.csv,,,,,,,,,,,,,
7000,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,45,,,,,,,,,,,,,,,14.914,80.62,0.96695,19.131,100,23.7015,53.0173,26.6122,5.0752,2.2748,20.2024,48.6273,49.6923,28.0605,81.2991,exp_20241024_0\all\Image\20241024_2_22.JPEG,20241024,20241024,2,2,1,5,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7004,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,45,,,,,,,,,,,,,,,14.191,75.643,0.9713,19.315,100,23.796,52.3155,26.7663,5.0222,2.2102,20.2723,48.9055,53.6206,28.3168,75.0091,exp_20241024_0\all\Image\20241024_2_42.JPEG,20241024,20241024,2,2,1,5,black,20,57209.641,27,0,11200,5717.64,4.597500089,9000,10382.64,5.203000111,8000,16842.639,5.04587525,1024_3\GP_PL_20241024_2_42.csv,,,,,,,,,,,,,
7008,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,45,,,,,,,,,,,,,,,15.037,83.268,0.92818,19.456,100,22.4485,55.1417,24.9519,4.9676,2.4471,18.337,46.5614,50.4588,26.9506,88.0157,exp_20241024_0\all\Image\20241024_2_2.JPEG,20241024,20241024,1,0,1,2,black,20,57292.691,27,0,19200,5623.693,2.691093646,11800,11416.693,3.887796441,10400,16957.693,3.878365192,1024_1\GP_PL_20241024_2_2.csv,,,,,,,,,,,,,
7024,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,40,,,,,,,,,,,,,,,14.536,78.246,0.98315,18.896,99.6,9.2906,44.7551,10.1305,5.9411,2.7304,8.0042,17.1371,44.324,46.9936,42.9477,exp_20241024_0\all\Image\20241024_20_60.JPEG,20241024,20241024,5,0,0,5,black,40,57360.691,22,0,20000,7872.693,2.4743999,16600,11349.693,2.771746867,13600,17062.693,2.963088088,1024_3\GP_PL_20241024_20_60.csv,3548.807626,0.132913345,,,,,,,,,,,Gonio_4-60_10min_RT-3_20250626-NoAdditives_1
7028,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,40,,,,,,,,,,,,,,,15.021,78.208,0.96284,19.948,99.5,9.6853,39.9462,10.4551,5.5154,2.7323,7.9049,18.4188,43.9538,45.283,30.6017,exp_20241024_0\all\Image\20241024_20_20.JPEG,20241024,20241024,4,0,0,4,black,40,57363.691,22,0,20000,8693.693,2.4334999,16000,11383.693,2.873749875,11200,16588.693,3.640624821,1024_1\GP_PL_20241024_20_20.csv,,,,,,,,,,,,,
7032,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,40,,,,,,,,,,,,,,,15.006,82.965,0.93975,19.246,100,9.3046,38.3933,10.0936,5.4562,2.7786,7.8441,17.2911,42.7592,44.4289,27.9917,exp_20241024_0\all\Image\20241024_20_40.JPEG,20241024,20241024,5,0,0,5,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033,20241024,16,Cs0.05MA0.14FA0.81Pb1I2.85Br0.15,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.304,69,1.0511,21.101,98.7,12.8055,45.3832,13.7148,5.4174,2.3233,9.3813,26.7119,47.8069,45.8766,42.4662,exp_20241024_0\all\Image\20241024_3_23.JPEG,20241024,20241024,7,0,2,9,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7044,20241024,16,Cs0.05MA0.14FA0.81Pb1I2.85Br0.15,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.094,71.075,1.0288,20.642,99.8,12.6267,44.6048,13.4959,5.4225,2.2758,9.1445,26.4597,47.583,46.0455,40.1858,exp_20241024_0\all\Image\20241024_3_43.JPEG,20241024,20241024,3,0,1,4,black,30,44421.977,28.2,6200,18600,4441.977,3.224193548,15800,8522.977,3.739479167,13800,13229.977,4.104210526,1024_3\GP_PL_20241024_3_43.csv,,,,,,,,,,,,,
7052,20241024,16,Cs0.05MA0.14FA0.81Pb1I2.85Br0.15,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.36,74.014,1.0008,20.736,99.5,12.6006,45.0151,13.4678,5.3706,2.3115,9.1684,26.322,48.5306,45.466,41.0489,exp_20241024_0\all\Image\20241024_3_3.JPEG,20241024,20241024,3,0,0,3,black,30,47423.559,22,0,19800,4706.56,2.157424192,16200,9145.56,2.362839444,10400,14157.56,3.19865375,1024_1\GP_PL_20241024_3_3.csv,,,,,,,,,,,,,
7058,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.85Br0.15,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.541,69.886,1.0464,19.884,99.9,12.5183,40.0686,13.4039,5.0953,2.2505,9.1575,26.1468,48.4961,41.8283,29.8814,exp_20241024_0\all\Image\20241024_4_44.JPEG,20241024,20241024,3,0,0,3,black,30,57340.691,22,0,16800,5515.693,3.08482131,13000,11329.693,3.539307538,11400,16454.693,3.586491053,1024_3\GP_PL_20241024_4_44.csv,,,,,,,,,,,,,
7072,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.85Br0.15,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.713,74.591,1.0018,19.69,99.8,12.5022,38.5848,13.3844,5.0806,2.2055,9.0559,26.2451,45.9105,41.7487,28.0953,exp_20241024_0\all\Image\20241024_4_24.JPEG,20241024,20241024,1,0,1,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7074,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.85Br0.15,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.938,76.524,0.98896,19.738,88.1,41.4662,527.7665,42.7826,22.6163,39.1544,44.4129,40.8314,569.8395,523.7385,489.7214,exp_20241024_0\all\Image\20241024_4_4.JPEG,20241024,20241024,18,29,2,49,darkslategray,30,57357.691,22,0,12600,5726.693,4.097698254,9200,11154.693,5.022065,8400,16054.693,4.917023571,1024_1\GP_PL_20241024_4_4.csv,,,,,,,,,,,,,
7092,20241024,16,Cs0.05MA0.1FA0.85Pb1I2.85Br0.15,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.527,72.626,1.0163,19.681,99.7,19.9598,50.8955,21.8611,5.0659,2.7498,15.5017,41.6278,48.913,33.1716,70.6018,exp_20241024_0\all\Image\20241024_5_25.JPEG,20241024,20241024,3,0,0,3,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7098,20241024,16,Cs0.05MA0.1FA0.85Pb1I2.85Br0.15,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.266,74.263,0.96742,19.858,98.6,19.169,53.0468,20.8994,5.2794,2.8148,14.6782,40.0139,52.4355,36.9045,69.8004,exp_20241024_0\all\Image\20241024_5_45.JPEG,20241024,20241024,4,0,1,5,black,30,50817.812,22,0,14600,4998.813,3.138287603,10800,10017.813,3.777777685,9200,14698.813,3.925978152,1024_3\GP_PL_20241024_5_45.csv,,,,,,,,,,,,,
7101,20241024,16,Cs0.05MA0.1FA0.85Pb1I2.85Br0.15,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,47.061,31993,0.003512,41.889,99.1,20.3816,50.6165,22.3606,4.8188,2.7468,15.9938,42.4043,47.9968,28.0612,75.7915,exp_20241024_0\all\Image\20241024_5_5.JPEG,20241024,20241024,3,0,0,3,black,30,50727.781,22,0,16400,5065.779,2.784268415,9800,9928.779,4.163163469,2800,14554.779,12.91892929,1024_1\GP_PL_20241024_5_5.csv,,,,,,,,,,,,,
7119,20241024,16,Cs0.1FA0.9Pb1I2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,12.348,67.547,1.0189,17.941,100,19.9762,54.7273,21.8319,5.4573,2.834,15.4266,41.6681,50.9867,38.5802,74.6148,exp_20241024_0\all\Image\20241024_6_46.JPEG,20241024,20241024,6,1,0,7,black,30,49997.047,22,0,13200,4889.047,3.417272727,10400,9490.047,3.894903846,8800,14805.047,3.999090909,1024_3\GP_PL_20241024_6_46.csv,,,,,,,,,,,,,
7123,20241024,16,Cs0.1FA0.9Pb1I2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,13.875,70.599,0.99901,19.673,100,20.0664,52.0285,21.9715,5.1182,2.725,15.511,41.963,48.3427,33.7324,74.0104,exp_20241024_0\all\Image\20241024_6_6.JPEG,20241024,20241024,3,0,0,3,black,30,47747.035,22,0,15200,4729.035,2.830131579,10200,9261.035,3.773137255,8200,14044.035,4.110121951,1024_1\GP_PL_20241024_6_6.csv,,,,,,,,,,,,,
7126,20241024,16,Cs0.1FA0.9Pb1I2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,12.74,66.503,1.0461,18.314,100,19.9957,48.5191,21.8871,4.7602,2.8131,15.5706,41.6034,49.7242,29.6929,66.1401,exp_20241024_0\all\Image\20241024_6_26.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7140,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.869,81.336,1.0032,19.447,100,13.9032,41.6709,15.1722,4.8018,2.4603,11.1225,28.1267,48.8391,34.8756,41.2979,exp_20241024_0\all\Image\20241024_7_27.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7148,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.993,84.445,0.96696,19.586,100,12.8978,38.5827,13.9914,4.9209,2.2946,10.0556,26.3431,46.0686,37.1313,32.5483,exp_20241024_0\all\Image\20241024_7_7.JPEG,20241024,20241024,2,0,0,2,black,30,56282.035,22,0,5200,5460.035,9.773461538,3000,10563.035,15.23966667,2200,15258.035,18.64727273,1024_1\GP_PL_20241024_7_7.csv,,,,,,,,,,,,,
7152,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.283,81.447,0.94301,19.899,99.5,13.827,41.0081,15.0865,4.9898,2.4165,11.0621,28.0023,48.0818,37.2304,37.7123,exp_20241024_0\all\Image\20241024_7_47.JPEG,20241024,20241024,2,0,0,2,black,30,48722.035,22,0,13800,4861.035,3.178333333,10200,9278.035,3.867058824,2400,13691.035,14.59625,1024_3\GP_PL_20241024_7_47.csv,,,,,,,,,,,,,
7154,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,14.868,71.235,1.0407,20.055,99.9,9.2364,37.6195,9.9335,5.2457,2.742,7.4987,17.4683,42.5023,43.0328,27.3232,exp_20241024_0\all\Image\20241024_8_28.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,3270.437225,0.148830141,,,,,,,,,,,Gonio_4-60_10min_RT-3_20250625-NoAdditives_6
7168,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,14.616,77.584,0.98887,19.051,100,8.9725,38.3973,9.6735,5.3835,2.809,7.4204,16.6881,41.9212,44.8931,28.3776,exp_20241024_0\all\Image\20241024_8_48.JPEG,20241024,20241024,3,0,0,3,black,30,46126.039,27.6,5600,20000,5877.037,2.795069583,18600,9183.037,2.841769385,17000,13579.037,2.855000175,1024_3\GP_PL_20241024_8_48.csv,,,,,,,,,,,,,
7170,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,15.386,79.297,0.9689,20.026,98.6,9.3166,43.3369,10.0697,5.673,2.8054,7.7512,17.3932,44.4081,46.7768,38.8257,exp_20241024_0\all\Image\20241024_8_8.JPEG,20241024,20241024,10,0,0,10,black,30,38216.836,27.2,5200,20000,9313.835,1.952905473,20000,9313.835,1.952905473,14800,11331.835,2.800520938,1024_1\GP_PL_20241024_8_8.csv,,,,,,,,,,,,,
7188,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.8,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,30,,,,,,,,,,,,,,,14.105,72.848,1.0063,19.242,100,8.7602,38.5827,9.5026,5.536,2.7988,7.4703,16.0116,42.7561,45.6445,27.3475,exp_20241024_0\all\Image\20241024_9_29.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7196,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.8,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,30,,,,,,,,,,,,,,,14.238,75.494,0.98015,19.242,99.9,8.738,40.0426,9.4587,5.5638,2.796,7.3813,16.0366,45.9224,46.143,28.0624,exp_20241024_0\all\Image\20241024_9_9.JPEG,20241024,20241024,2,0,0,2,black,40,57270.852,22,0,20000,6053.85,2.5608501,12400,11422.85,3.697419516,10200,17019.85,3.946176667,1024_1\GP_PL_20241024_9_9.csv,,,,,,,,,,,,,
7200,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.8,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,30,,,,,,,,,,,,,,,13.75,77.389,0.96101,18.488,98.8,9.0619,47.6922,9.8381,6.3046,3.0004,7.8189,16.3664,49.3427,55.1489,38.5849,exp_20241024_0\all\Image\20241024_9_49.JPEG,20241024,20241024,4,0,0,4,black,40,57278.766,23.4,1400,18600,5663.764,3.000872209,14000,11346.764,3.645396984,12200,16574.764,3.768889074,1024_3\GP_PL_20241024_9_49.csv,,,,,,,,,,,,,
7205,20241024,16,Cs0.05MA0.1FA0.85Pb1I2.8Br0.2,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.497,72.443,1.0191,19.637,98.3,11.3876,48.2479,12.2122,6.0114,2.6161,8.7913,22.7555,49.4159,53.7013,41.6263,exp_20241024_0\all\Image\20241024_1_81.JPEG,20241024,20241024,9,0,0,9,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7212,20241024,16,Cs0.05MA0.1FA0.85Pb1I2.8Br0.2,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.359,74.619,0.98814,19.475,100,11.1804,38.2079,11.9249,5.1245,2.3894,8.2905,22.8614,43.5255,42.1441,28.954,exp_20241024_0\all\Image\20241024_1_101.JPEG,20241024,20241024,1,0,0,1,black,30,57293.691,22,0,16600,5524.693,3.118614337,14600,10409.693,3.21123274,12200,16886.693,3.312049016,1024_6\GP_PL_20241024_1_101.csv,,,,,,,,,,,,,
7214,20241024,16,Cs0.05MA0.1FA0.85Pb1I2.8Br0.2,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.547,75.744,0.98857,19.427,100,10.8345,46.0992,11.5908,5.7906,2.559,8.298,21.6465,51.3595,50.1254,36.8128,exp_20241024_0\all\Image\20241024_1_61.JPEG,20241024,20241024,3,0,0,3,black,30,55830.637,22,0,16800,5431.636,2.999940536,13800,11001.636,3.248478333,11400,16256.636,3.471403596,1024_4\GP_PL_20241024_1_61.csv,,,,,,,,,,,,,
7230,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,30,,,,,,,,,,,,,,,15.227,70.621,1.0195,21.148,99.1,9.0195,45.9153,9.9235,6.0845,2.8721,8.1623,16.024,46.6715,51.4175,39.6569,exp_20241024_0\all\Image\20241024_10_110.JPEG,20241024,20241024,4,0,1,5,black,20,57349.691,27,0,20000,6675.693,2.5336999,15400,11408.693,2.983181688,13000,16755.693,3.122615231,1024_6\GP_PL_20241024_10_110.csv,,,,,,,,,,,,,
