index,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y
2716,20240925,8,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,30,,,,,,,,,,,,,,,15.737,79.579,0.97572,20.267,100,59.3489,37.9936,61.3031,4.9985,48.0809,58.7714,71.1944,43.5272,21.7186,48.735,expID20240925\Image\ԭͼ\15_-131420_.JPEG,20240925,20240925,2,20,5,27,darkslategray,40,44221.633,22,0,11400,4217.633,3.509122807,9200,8561.633,3.876086957,6600,12661.633,4.781818182,0925_1\GP_PL_20240925_435_435.csv,,,,,,,,,,,,,
2737,20240925,8,Cs0.06MA0.16FA0.78Pb1I2.8Br0.2,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,25,,,,,,,,,,,,,,,15.297,79.656,0.98501,19.496,97.9,83.6048,355.3659,84.9665,18.5607,80.7063,86.3616,83.7464,371.6437,348.0596,346.3943,expID20240925\Image\ԭͼ\16_-175346_.JPEG,20240925,20240925,47,6,6,59,dimgray,30,57326.102,22.2,200,11200,5683.102,4.694818182,8400,10662.102,5.690731707,7600,15912.102,5.596486486,0925_3\GP_PL_20240925_476_476.csv,,,,,,,,,,,,,
2745,20240925,8,Cs0.06MA0.16FA0.78Pb1I2.8Br0.2,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,25,,,,,,,,,,,,,,,14.586,74.962,0.98763,19.702,99.9,58.8864,173.7012,60.7033,11.4179,51.6708,60.53,64.4585,257.421,150.6526,113.0298,expID20240925\Image\ԭͼ\16_-153101_.JPEG,20240925,20240925,11,12,2,25,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,20240925,8,Cs0.05MA0.04FA0.91Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,13.132,66.438,1.001,19.745,99.9,51.5924,33.4834,53.7922,4.5751,42.0725,52.6826,60.022,51.7986,21.6386,27.0132,expID20240925\Image\ԭͼ\18_-131501_.JPEG,20240925,20240925,1,1,4,6,darkslategray,40,39624.574,26.4,4400,20000,5819.574,2.166987179,17800,7919.574,2.366044776,12000,11700.574,3.674210526,0925_1\GP_PL_20240925_438_438.csv,,,,,,,,,,,,,
2805,20240925,8,Cs0.05MA0.05FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,14.394,73.112,1.0183,19.335,100,54.1826,40.4174,56.3869,5.0314,43.1629,54.6958,64.6892,60.6498,26.023,34.5794,expID20240925\Image\ԭͼ\19_-153144_.JPEG,20240925,20240925,1,8,3,12,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,20240925,8,Cs0.1FA0.9Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,120,45,,,,,,,,,,,,,,,12.369,72.238,0.98512,17.38,99.6,52.879,101.9759,55.6277,8.2265,39.1181,53.5645,65.9544,144.162,78.5532,83.2126,expID20240925\Image\ԭͼ\2_-131114_.JPEG,20240925,20240925,23,6,3,32,darkslategray,20,57345.766,27,0,7200,5653.764,7.179444722,6800,10618.764,6.871617941,6600,16852.764,6.135303333,0925_1\GP_PL_20240925_422_422.csv,,,,,,,,,,,,,
2843,20240925,8,Cs0.1FA0.9Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,120,45,,,,,,,,,,,,,,,14.684,84.519,0.946,18.365,97.2,70.0131,472.0621,71.6148,20.4433,64.8436,72.0565,73.1392,650.0112,456.2745,309.9006,expID20240925\Image\ԭͼ\2_-175014_.JPEG,20240925,20240925,17,22,2,41,darkslategray,20,57338.211,27,0,7600,5397.21,6.834342237,7000,11387.211,6.564428571,6800,15327.211,6.178088235,0925_3\GP_PL_20240925_462_462.csv,,,,,,,,,,,,,
2863,20240925,8,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,600,10,4000,30,10,100,120,20,,,,,,,,,,,,,,,5.2337,40.746,0.74591,17.22,84.2,74.9468,592.0708,76.5988,23.6312,70.4542,77.6687,76.7176,707.2924,583.5985,485.3217,expID20240925\Image\ԭͼ\20_-131527_.JPEG,20240925,20240925,24,6,3,33,darkslategray,30,57340.691,22,0,8800,5321.693,5.911249773,7400,10932.693,6.271351081,7200,13704.693,6.060555278,0925_1\GP_PL_20240925_440_440.csv,,,,,,,,,,,,,
2866,20240925,8,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,600,10,4000,30,10,100,120,20,,,,,,,,,,,,,,,7.737,54.614,0.74154,19.105,89.8,74.0451,633.7323,75.6912,24.2103,69.068,76.3904,76.677,799.7797,622.8805,478.5368,expID20240925\Image\ԭͼ\20_-153158_.JPEG,20240925,20240925,11,4,3,18,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,20240925,8,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,600,10,4000,30,10,100,120,20,,,,,,,,,,,,,,,9.3513,62.692,0.82924,17.988,12.4,62.5338,334.0065,65.5234,17.4389,52.1495,66.2376,69.2143,268.9143,292.1221,440.983,expID20240925\Image\ԭͼ\20_-175443_.JPEG,20240925,20240925,93,8,0,101,darkslategray,30,3060.372,26.2,4200,20000,2113.372,0.059936709,20000,2113.372,0.059936709,20000,2113.372,0.059936709,0925_3\GP_PL_20240925_480_480.csv,,,,,,,,,,,,,
2876,20240925,8,Cs0.24MA0.16FA0.6Pb1I2.8Br0.2,1.45,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,115,35,,,,,,,,,,,,,,,14.858,76.522,1.0727,18.1,100,61.5496,36.7303,62.9458,4.6112,50.2771,59.3172,75.0543,43.2841,21.7125,45.1942,expID20240925\Image\ԭͼ\3_-175030_.JPEG,20240925,20240925,1,5,5,11,darkslategray,30,4334.917,41.8,19800,20000,4250.917,0.42,20000,4250.917,0.42,20000,4250.917,0.42,0925_3\GP_PL_20240925_463_463.csv,,,,,,,,,,,,,
2882,20240925,8,Cs0.24MA0.16FA0.6Pb1I2.8Br0.2,1.45,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,115,35,,,,,,,,,,,,,,,13.993,74.578,1.0391,18.056,100,60.7748,36.7388,62.2669,4.465,49.2493,58.611,74.4641,45.5211,20.0566,44.6386,expID20240925\Image\ԭͼ\3_-152744_.JPEG,20240925,20240925,1,6,6,13,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,20240925,8,Cs0.24MA0.16FA0.6Pb1I2.8Br0.2,1.45,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,115,35,,,,,,,,,,,,,,,13.622,74.943,1.0065,18.059,100,60.5046,35.0802,61.972,4.2715,48.8888,58.1478,74.4772,43.2911,17.9246,44.0249,expID20240925\Image\ԭͼ\3_-131129_.JPEG,20240925,20240925,1,4,6,11,darkslategray,30,4375.676,37.4,15400,20000,3857.676,0.112608696,20000,3857.676,0.112608696,20000,3857.676,0.112608696,0925_1\GP_PL_20240925_423_423.csv,,,,,,,,,,,,,
2911,20240925,8,Cs0.15MA0.3FA0.55Pb1I2.8Br0.2,1.38,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,11.188,67.173,0.96184,17.317,100,58.6479,267.659,59.9148,15.3577,55.6635,60.9364,59.3437,333.7265,246.9501,222.3004,expID20240925\Image\ԭͼ\4_-131144_.JPEG,20240925,20240925,25,14,0,39,darkslategray,20,29977.404,27,0,14400,2903.404,1.880138889,12000,5750.404,2.018916667,11000,8690.404,1.935181818,0925_1\GP_PL_20240925_424_424.csv,,,,,,,,,,,,,
2914,20240925,8,Cs0.15MA0.3FA0.55Pb1I2.8Br0.2,1.38,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,12.12,71.499,0.89669,18.904,100,46.4925,80.5858,47.8127,8.281,43.3089,48.9018,47.2667,111.1264,77.8655,52.7654,expID20240925\Image\ԭͼ\4_-175045_.JPEG,20240925,20240925,28,0,2,30,darkslategray,20,41055.492,27.4,400,11000,4076.494,3.488584717,9000,7892.494,3.856162558,8400,11598.494,3.68212475,0925_3\GP_PL_20240925_464_464.csv,,,,,,,,,,,,,
2930,20240925,8,Cs0.08MA0.12FA0.8Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,13.733,72.014,0.99239,19.216,90.1,58.1975,259.0794,60.1551,14.4058,50.7178,60.1434,63.7311,376.4802,230.4586,170.2994,expID20240925\Image\ԭͼ\5_-175101_.JPEG,20240925,20240925,14,2,0,16,darkslategray,20,57320.977,27,0,7200,5002.977,7.266388889,7000,11453.977,6.552428571,6600,16391.977,6.201363636,0925_3\GP_PL_20240925_465_465.csv,,,,,,,,,,,,,
2939,20240925,8,Cs0.08MA0.12FA0.8Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,12.901,69.755,0.98961,18.689,96.5,64.0368,321.6712,65.6372,16.6504,59.2513,66.3222,66.5369,442.7179,294.9644,227.3313,expID20240925\Image\ԭͼ\5_-152816_.JPEG,20240925,20240925,25,9,4,38,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,20240925,8,Cs0.08MA0.12FA0.8Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,9.7851,64.18,0.84141,18.12,95.9,58.7636,266.3769,60.7315,14.4638,50.9482,60.523,64.8196,397.3372,234.1467,167.6469,expID20240925\Image\ԭͼ\5_-131159_.JPEG,20240925,20240925,24,3,0,27,darkslategray,20,57346.211,27,0,7400,4172.21,7.185675811,7000,9662.211,6.812,6800,13712.211,6.416764706,0925_1\GP_PL_20240925_425_425.csv,,,,,,,,,,,,,
2956,20240925,8,Cs0.04MA0.16FA0.8Pb1I2.8Br0.2,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,2.2011,33.572,0.5634,11.637,19.8,115.5378,151.1726,117.8106,12.1172,109.4035,119.4559,117.7539,144.3784,145.811,163.3284,expID20240925\Image\ԭͼ\6_-131213_.JPEG,20240925,20240925,0,4,0,4,dimgray,20,57331.977,27,0,10600,5596.977,4.880660377,9200,9863.977,5.159565217,8600,15851.977,4.823255814,0925_1\GP_PL_20240925_426_426.csv,,,,,,,,,,,,,
2964,20240925,8,Cs0.04MA0.16FA0.8Pb1I2.8Br0.2,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,3.9478,55.368,0.66928,10.653,19.8,119.3358,109.9328,121.4403,10.3768,113.7554,123.0817,121.1704,85.0865,108.2482,136.4636,expID20240925\Image\ԭͼ\6_-175116_.JPEG,20240925,20240925,0,4,0,4,gray,20,57300.211,27,0,12200,5628.21,4.235409918,9200,10888.211,5.044782609,8400,15708.211,4.951428571,0925_3\GP_PL_20240925_466_466.csv,,,,,,,,,,,,,
2967,20240925,8,Cs0.04MA0.16FA0.8Pb1I2.8Br0.2,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,2.7125,38.359,0.46611,15.171,50.1,87.4554,693.5275,89.6443,25.8619,80.6597,90.6419,91.0646,736.7309,696.3776,647.474,expID20240925\Image\ԭͼ\6_-152831_.JPEG,20240925,20240925,73,12,5,90,dimgray,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,20240925,8,Cs0.08MA0.12FA0.8Pb1I2.8Br0.2,1.8,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,0.30632,27.243,0.0864,13.014,91.3,98.9325,338.4211,101.2103,18.2912,93.2905,103.0397,100.4672,307.6455,334.47,373.1479,expID20240925\Image\ԭͼ\7_-131227_.JPEG,20240925,20240925,29,12,11,52,dimgray,20,57346.211,27.6,600,20000,6755.21,2.607783557,16200,11397.211,2.945448718,15200,16952.211,2.766712329,0925_1\GP_PL_20240925_427_427.csv,,,,,,,,,,,,,
2988,20240925,8,Cs0.08MA0.12FA0.8Pb1I2.8Br0.2,1.8,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,2.4208,60.026,0.31547,12.784,92.3,86.3535,504.417,88.1743,22.2817,82.3745,89.933,86.7529,485.2477,489.8321,538.1713,expID20240925\Image\ԭͼ\7_-152846_.JPEG,20240925,20240925,57,10,6,73,dimgray,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,20240925,8,Cs0.08MA0.12FA0.8Pb1I2.8Br0.2,1.8,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,3.0212,63.288,0.33318,14.328,89,102.7702,290.4179,104.8213,16.6462,97.5887,106.4345,104.2873,301.9264,279.6175,289.7097,expID20240925\Image\ԭͼ\7_-175132_.JPEG,20240925,20240925,18,4,14,36,dimgray,20,57300.348,27,0,15600,5635.348,3.311858974,12000,11142.348,3.8465,9600,17098.348,4.187708333,0925_3\GP_PL_20240925_467_467.csv,,,,,,,,,,,,,
3007,20240925,8,Cs0.07MA0.13FA0.8Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,6.4519,43.742,0.79572,18.537,65.7,63.9554,328.2142,65.9571,16.479,55.5938,65.4573,70.8151,477.5042,309.513,197.6256,expID20240925\Image\ԭͼ\8_-131242_.JPEG,20240925,20240925,1,0,0,1,darkslategray,20,57340.977,27,0,8400,5716.977,6.145714286,7200,11403.977,6.380138889,6800,14954.977,6.233235294,0925_1\GP_PL_20240925_428_428.csv,,,,,,,,,,,,,
3010,20240925,8,Cs0.07MA0.13FA0.8Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,9.8786,63.019,0.75864,20.663,98.6,54.1361,172.8088,56.134,11.5202,46.3676,56.0373,60.0034,249.6234,151.4453,117.3576,expID20240925\Image\ԭͼ\8_-152902_.JPEG,20240925,20240925,17,4,0,21,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,20240925,8,Cs0.07MA0.13FA0.8Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,11.509,72.263,0.85341,18.663,92.7,73.8538,541.1982,75.4067,22.2575,69.0472,76.0093,76.5049,695.5523,529.8846,398.1578,expID20240925\Image\ԭͼ\8_-175147_.JPEG,20240925,20240925,18,15,2,35,darkslategray,20,57327.211,27,0,8200,5544.21,6.315000122,7200,9682.211,6.617361111,6800,14685.211,6.270882353,0925_3\GP_PL_20240925_468_468.csv,,,,,,,,,,,,,
3019,20240925,8,Cs0.03MA0.17FA0.8Pb1I2.8Br0.2,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,14.974,76.092,1.0167,19.355,98.8,53.9429,117.6259,56.4266,9.2231,41.3678,54.4115,66.0493,155.6967,94.8941,102.2868,expID20240925\Image\ԭͼ\9_-131256_.JPEG,20240925,20240925,11,1,0,12,darkslategray,20,57320.977,27,0,6400,5704.977,8.065,6200,8883.977,7.812419355,6000,13591.977,7.288166667,0925_1\GP_PL_20240925_429_429.csv,,,,,,,,,,,,,
3027,20240925,8,Cs0.03MA0.17FA0.8Pb1I2.8Br0.2,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,16.163,83.109,0.9829,19.786,77.2,102.7516,427.2508,104.472,20.2931,98.1769,105.5954,104.4826,438.1349,413.3599,430.2576,expID20240925\Image\ԭͼ\9_-175202_.JPEG,20240925,20240925,56,6,14,76,dimgray,20,57321.664,27,0,7400,4731.662,7.106757027,7000,7547.662,7.110571714,6600,15739.662,6.300303333,0925_3\GP_PL_20240925_469_469.csv,,,,,,,,,,,,,
3035,20240925,8,Cs0.03MA0.17FA0.8Pb1I2.8Br0.2,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,15.613,80.812,0.9733,19.851,97.1,55.5449,213.6814,57.6081,13.2097,46.7147,56.8775,63.0425,300.5927,200.9375,139.514,expID20240925\Image\ԭͼ\9_-152917_.JPEG,20240925,20240925,10,3,1,14,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,20240926,9,Cs0.10MA0.20FA0.70Pb1I2.80Br0.20,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,1.7231,29.008,0.35606,16.683,99.9,66.5032,253.237,67.7302,15.2749,64.4257,69.1426,65.9414,305.8131,237.9456,215.9523,expID20240926\Image\ԭͼ\1_-160029_.JPEG,20240926,20240926,33,8,2,43,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,20240926,9,Cs0.10MA0.20FA0.70Pb1I2.80Br0.20,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,0.49792,28.064,0.14776,12.008,99.5,87.7703,405.8438,89.1434,19.7251,84.8669,90.5554,87.8885,436.9792,391.4035,389.1487,expID20240926\Image\ԭͼ\1_-133402_.JPEG,20240926,20240926,43,5,3,51,dimgray,30,54917.664,27.8,5800,15000,5447.665,5.377173804,10800,9962.664,8.991,10000,16326.664,9.188333333,0926_1\GP_PL_20240926_481_481.csv,,,,,,,,,,,,,
3063,20240926,9,Cs0.10MA0.20FA0.70Pb1I2.80Br0.20,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,4.3475,43.39,0.58456,17.14,93.1,83.5878,495.4881,85.0588,21.9691,80.1859,86.2892,84.2884,518.3493,490.8077,477.3074,expID20240926\Image\ԭͼ\1_-180132_.JPEG,20240926,20240926,48,4,5,57,dimgray,30,48321.859,27.2,5200,16000,4637.859,4.044814815,9000,9554.859,10.20184211,8600,12515.859,10.53117647,0926_3\GP_PL_20240926_521_521.csv,,,,,,,,,,,,,
3078,20240926,9,Cs0.08MA0.22FA0.70Pb1I2.75Br0.25,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,2.8254,37.779,0.47165,15.856,99.6,63.4931,181.4729,64.5845,13.0567,61.1838,65.746,63.5496,211.4921,180.1556,152.7712,expID20240926\Image\ԭͼ\10_-133620_.JPEG,20240926,20240926,44,14,5,63,darkslategray,30,57283.977,22,0,13800,5615.977,3.744057971,11400,10858.977,4.072368421,10200,16112.977,4.036372549,0926_1\GP_PL_20240926_490_490.csv,,,,,,,,,,,,,
3082,20240926,9,Cs0.08MA0.22FA0.70Pb1I2.75Br0.25,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,4.9242,44.074,0.70415,15.866,14.3,70.4623,483.8583,73.5908,21.4156,59.4189,74.2384,77.7296,381.5744,446.081,623.9196,expID20240926\Image\ԭͼ\10_-180350_.JPEG,20240926,20240926,31,16,6,53,darkolivegreen,30,3059.263,33.2,11200,20000,1940.263,0.127159091,20000,1940.263,0.127159091,20000,1940.263,0.127159091,0926_3\GP_PL_20240926_530_530.csv,,,,,,,,,,,,,
3087,20240926,9,Cs0.08MA0.22FA0.70Pb1I2.75Br0.25,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,3.3965,42.789,0.54044,14.688,99.9,68.9161,300.1456,70.0458,16.8913,66.2926,70.9216,69.5341,343.2218,306.0963,251.1187,expID20240926\Image\ԭͼ\10_-160255_.JPEG,20240926,20240926,38,18,3,59,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,20240926,9,Cs0.12MA0.28FA0.60Pb1I2.75Br0.25,1.45,,,,,,,,,,,,,,,,,1100,10,5000,25,15,150,110,25,,,,,,,,,,,,,,,14.241,72.061,1.0313,19.162,100,45.9571,51.5355,47.6761,5.7049,36.8075,45.9723,55.0917,50.9578,29.3891,74.2597,expID20240926\Image\ԭͼ\13_-180435_.JPEG,20240926,20240926,5,2,5,12,darkslategray,20,27219.289,27,0,9400,2588.288,2.620319255,8800,5258.288,2.495568295,8600,6749.288,2.380232674,0926_3\GP_PL_20240926_533_533.csv,,,,,,,,,,,,,
3168,20240926,9,Cs0.2MA0.4FA0.4Pb1I2.8Br0.2,1.46,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,15.775,78.842,1.0437,19.17,100,58.9883,30.2009,60.8194,3.8662,48.3963,58.4985,70.0701,44.7723,16.5417,29.2886,expID20240926\Image\ԭͼ\14_-180450_.JPEG,20240926,20240926,3,3,2,8,darkslategray,40,8662.904,22,0,12000,844.904,0.6515,2400,1580.904,2.950833333,2000,2237.904,3.2125,0926_3\GP_PL_20240926_534_534.csv,,,,,,,,,,,,,
3176,20240926,9,Cs0.2MA0.4FA0.4Pb1I2.8Br0.2,1.46,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,15.608,76.887,1.0474,19.381,99.9,58.8528,32.6245,60.8643,3.8362,46.4365,57.9442,72.1778,49.1899,15.6076,33.0759,expID20240926\Image\ԭͼ\14_-160358_.JPEG,20240926,20240926,1,4,4,9,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,20240926,9,Cs0.15MA0.13FA0.72Pb1I2.79Br0.21,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.356,77.569,0.98088,20.183,90.2,99.4673,359.865,101.5612,18.7528,94.1249,103.1957,101.0814,359.3486,352.0765,368.1699,expID20240926\Image\ԭͼ\15_-180504_.JPEG,20240926,20240926,45,4,5,54,dimgray,30,10563.468,31.2,9200,20000,3647.468,0.64037037,20000,3647.468,0.64037037,20000,3647.468,0.64037037,0926_3\GP_PL_20240926_535_535.csv,,,,,,,,,,,,,
3244,20240926,9,Cs0.05MA0.12FA0.83Pb1I2.75Br0.25,1.38,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.655,78.858,0.9854,20.146,16.6,81.2201,682.1785,84.792,25.7553,67.7501,84.963,90.9473,581.6209,667.8385,797.0759,expID20240926\Image\ԭͼ\17_-180534_.JPEG,20240926,20240926,23,4,7,34,darkolivegreen,30,6717.719,26,4000,20000,1612.719,0.3190625,20000,1612.719,0.3190625,11200,2014.719,0.653194444,0926_3\GP_PL_20240926_537_537.csv,,,,,,,,,,,,,
3314,20240926,9,Cs0.03MA0.25FA0.72Pb1I2.80Br0.20,1.52,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,105,30,,,,,,,,,,,,,,,3.244,41.285,0.42901,18.316,94.6,65.1598,351.3447,66.3861,18.383,62.5797,67.5632,65.3365,395.6581,351.1706,307.2053,expID20240926\Image\ԭͼ\2_-133417_.JPEG,20240926,20240926,22,12,2,36,darkslategray,30,57329.414,22,0,11200,5400.414,4.636517857,9000,11409.414,5.102222222,8200,16340.414,4.998658537,0926_1\GP_PL_20240926_482_482.csv,,,,,,,,,,,,,
3327,20240926,9,Cs0.03MA0.25FA0.72Pb1I2.80Br0.20,1.52,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,105,30,,,,,,,,,,,,,,,12.655,65.519,1.0114,19.097,60.2,87.8227,252.5154,89.8138,15.4683,82.5205,91.1447,89.803,273.112,239.2109,245.2233,expID20240926\Image\ԭͼ\2_-180147_.JPEG,20240926,20240926,1,4,4,9,dimgray,30,5130.065,25.2,3200,20000,2392.066,0.162976131,20000,2392.066,0.162976131,20000,2392.066,0.162976131,0926_3\GP_PL_20240926_522_522.csv,,,,,,,,,,,,,
3332,20240926,9,Cs0.05MA0.1FA0.85Pb1I2.8Br0.2,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,15,,,,,,,,,,,,,,,16.526,79.318,1.0128,20.573,99.9,52.0206,74.1768,53.9788,7.4729,44.3512,53.7092,58.0015,86.6732,53.6006,82.2565,expID20240926\Image\ԭͼ\20_-160529_.JPEG,20240926,20240926,16,12,2,30,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,20240926,9,Cs0.05MA0.1FA0.85Pb1I2.8Br0.2,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,15,,,,,,,,,,,,,,,16.783,81.646,0.96009,21.41,97.1,80.7962,436.9618,82.2436,20.4006,77.8001,83.7762,80.8125,488.018,420.3744,402.4931,expID20240926\Image\ԭͼ\20_-180617_.JPEG,20240926,20240926,35,3,3,41,darkslategray,30,57364.414,22.2,200,17400,5620.414,3.008372093,14000,11270.414,3.340144928,13000,15913.414,3.238359375,0926_3\GP_PL_20240926_540_540.csv,,,,,,,,,,,,,
3363,20240926,9,Cs0.04MA0.25FA0.71Pb1I2.79Br0.21,1.54,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.01,70.244,0.96438,20.681,99.6,49.5052,62.2294,51.5155,6.7893,39.8317,50.2935,58.3904,64.3674,44.2241,78.0967,expID20240926\Image\ԭͼ\3_-160102_.JPEG,20240926,20240926,18,7,5,30,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,20240926,9,Cs0.04MA0.25FA0.71Pb1I2.79Br0.21,1.54,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.392,77.091,1.0161,18.373,91.9,101.104,209.6659,102.7329,14.0562,97.1089,104.0552,102.148,227.4834,197.6017,203.9127,expID20240926\Image\ԭͼ\3_-180203_.JPEG,20240926,20240926,5,11,6,22,dimgray,30,57094.852,22,0,9200,5465.85,5.611848043,8200,10765.85,5.649878293,7000,17114.85,5.711428857,0926_3\GP_PL_20240926_523_523.csv,,,,,,,,,,,,,
