index,date,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,From,Channel,Product,rank,group,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename_x,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column_x,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y,Unnamed: 93,New,filename_y,max_value,max_column_y,90_decay_column,90_decay_time,90_decay_value,filename_y.1,max_value.1,max_column_y.1,10column,10value,30column,30value,V,src_No,src_filename_y,src_max_value,src_max_column_y,src_90_decay_column,peak_time,src_90_decay_value,src_filename_y.1,src_max_value.1,src_max_column_y.1,src_10column,src_10value,src_30column,src_30value,decay_slope,newid_spread
19903,20241217,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,Me-2PACz,0.165,,,1000,10,5000,40,10,160,110,15,,,,,,,,,,,,,,,18.68,73.47,1.12,22.61,v1,CH3,4976,37,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31625,0326\GP_PL_20250326_11_57.csv,23644.039,3200,3800,3.8,20715.039,0326\GP_PL_20250326_11_57.csv,23644.039,3200,33600,2255.039,11600,6921.039,1.990833333,32283
25674,20250105,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,0.72,BSP,2.3,,,Me-4PACz,0.11,DMACPA,0.22,,,1500,10,4800,28,6,240,110,25,,,,,,,,,,,,,,,18.84,70.8,1.07,24.79,v1,CH2,6419,52,1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38293,0326\GP_PL_20250326_11_57.csv,23644.039,3200,3800,3.8,20715.039,0326\GP_PL_20250326_11_57.csv,23644.039,3200,33600,2255.039,11600,6921.039,1.990833333,35052
30952,20250225,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.8,,,Me-4PACz,0.198,DMACPA,0.132,,,980,10,4750,35,10,160,110,30,,,,,,,,,,,,,,,18.95,72.23,1.08,24.23,v1,CH4,7738,63,2778,,,,,,,,,,,,,,,,,,,,35,20656.146,24.4,2400,39800,2955.147,0.473288743,12200,3991.147,1.700510102,9200,5923.147,2.1666175,0225\GP_PL_20250225_102_122.csv,,,,,,,,,,,,,,,59.4,0225\GP_PL_20250225_102_122.csv,20656.146,2400,3600,3.6,18427.146,0225\GP_PL_20250225_102_122.csv,20656.146,2400,39800,2955.147,9200,5923.147,2.1666175,31663,0326\GP_PL_20250326_11_57.csv,23644.039,3200,3800,3.8,20715.039,0326\GP_PL_20250326_11_57.csv,23644.039,3200,33600,2255.039,11600,6921.039,1.990833333,32586
34255,20250119,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,35,15,200,110,15,PEACl,1.4,,,,,,,5200,30,7,120,100,3,18.33,65.02,1.14,24.8,v2,CH3,8564,73,3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38296,0326\GP_PL_20250326_11_57.csv,23644.039,3200,3800,3.8,20715.039,0326\GP_PL_20250326_11_57.csv,23644.039,3200,33600,2255.039,11600,6921.039,1.990833333,35353
22040,20241223,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,0.72,BSP,2.3,,,py3,0.165,DMACPA,0.165,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,17.66,73.09,1.06,22.75,v1,CH4,5510,43,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31117,0227\20250227_101.csv,20160.154,2400,3800,3.8,18111.154,0227\20250227_101.csv,20160.154,2400,39800,3976.154,9600,6009.154,1.965416667,30133
28649,20250218,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PEAI,0.9,,,Me-4PACz,0.198,py3,0.132,,,1000,10,5000,30,6,180,110,30,,,,,,,,,,,,,,,18.12,73.05,1.08,22.88,v1,CH1,7163,59,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28166,0217\GP_PL_20250217_2_2.csv,13000.873,3400,3800,3.8,11162.873,0217\GP_PL_20250217_2_2.csv,13000.873,3400,22400,1265.873,8400,3536.873,1.8928,23981
34576,20250120,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,py3,0.2475,4PACz,0.0825,,,1000,10,5000,30,15,200,100,20,PDADI,1,,,,,,,4100,30,12,100,100,4,18.63,68.69,1.14,23.69,v2,CH4,8644,74,3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8427,1120_1\GP_PL_20241120_8_40.csv,17919.697,3400,3800,3.8,14663.697,1120_1\GP_PL_20241120_8_40.csv,17919.697,3400,16800,1776.698,10600,5258.698,1.758472083,19998
25015,20250102,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.5,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,12,5000,35,12,180,105,25,,,,,,,,,,,,,,,18.14,66.52,1.09,24.94,v1,CH3,6254,49,1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10032,1122_2\GP_PL_20241122_16_77.csv,15052.082,3400,3800,3.8,12542.082,1122_2\GP_PL_20241122_16_77.csv,15052.082,3400,19800,1395.082,9600,4406.082,1.717096774,23705
23694,20241227,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.5,,,Me-4PACz,0.188571429,py3,0.141428571,,,1000,10,5000,40,10,160,110,15,,,,,,,,,,,,,,,17.84,67.7,1.09,24.24,v1,CH2,5924,46,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31182,0227\20250227_117.csv,19654.227,3000,3800,3.8,17240.227,0227\20250227_117.csv,19654.227,3000,39800,3550.226,11200,5781.226,1.69182939,31373
21632,20241221,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,MeO-4PADBC,0.2475,2PACz,0.0825,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,18.21,77.64,1.06,22.23,v1,CH4,5408,41,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9720,1122_1\GP_PL_20241122_8_37.csv,14401.697,3200,3800,3.8,12234.697,1122_1\GP_PL_20241122_8_37.csv,14401.697,3200,19000,1424.698,9200,4270.698,1.688499833,23402
26993,20250108,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,Me-2PACz,0.132,DMACPA,0.198,,,1000,9,5000,30,6,200,110,20,,,,,,,,,,,,,,,18.66,77.09,1.1,21.92,v1,CH1,6749,55,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062,1121_2\GP_PL_20241121_16_76.csv,14131.082,3400,3800,3.8,11578.082,1121_2\GP_PL_20241121_16_76.csv,14131.082,3400,16600,1412.082,9400,4234.082,1.6495,20931
23363,20241227,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,Me-2PACz,0.11,MeO-4PADBC,0.22,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,18.07,69.95,1.13,22.96,v1,CH3,5841,46,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9714,1122_2\GP_PL_20241122_16_80.csv,14969.787,3400,3800,3.8,12472.787,1122_2\GP_PL_20241122_16_80.csv,14969.787,3400,19000,1442.787,9800,4477.787,1.639375,23077
26664,20250107,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,0.72,BSP,2.3,,,MeO-4PADBC,0.198,py3,0.132,,,1600,10,5000,32,10,240,110,25,,,,,,,,,,,,,,,17.68,75.29,1.04,22.54,v1,CH4,6666,54,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40162,0408\GP_PL_20250408_4_36.csv,21219.436,2800,3800,3.8,18685.436,0408\GP_PL_20250408_4_36.csv,21219.436,2800,26200,2087.435,12000,6271.436,1.624782609,35940
22857,20241226,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PMACl,0.7,,,Me-2PACz,0.0825,py3,0.2475,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,18.43,78.02,1.02,23.2,v1,CH1,5715,45,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28598,0217\GP_PL_20250217_6_6.csv,13294.146,3200,3800,3.8,10858.146,0217\GP_PL_20250217_6_6.csv,13294.146,3200,26800,1315.147,9400,3965.147,1.504677258,25842
35243,20250221,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.8,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,180,110,25,PEAI,1,,,,,,,4500,31,15,90,100,3,19.12,68.05,1.1,25.63,v2,CH3,8811,77,3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28193,0217\GP_PL_20250217_24_24.csv,23226.275,3000,3600,3.6,20321.275,0217\GP_PL_20250217_24_24.csv,23226.275,3000,39800,3681.275,11400,6951.275,1.9375,24609
24691,20241231,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,0.7,MACl,7,,,MeO-4PADBC,0.198,2PACz,0.132,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,19.51,74.09,1.04,25.26,v1,CH3,6173,48,1363,100,9.0532,39.5137,9.821,5.5473,2.7935,7.6738,16.6923,45.9456,44.9029,27.6926,exp_20241231_1\all\Image\20241203_6_13.JPEG,20241231,20241231,2,0,1,3,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9706,1122_1\GP_PL_20241122_8_36.csv,14197.697,3200,3600,3.6,12416.697,1122_1\GP_PL_20241122_8_36.csv,14197.697,3200,18200,1338.698,8400,4203.698,1.921922885,22467
21129,20241221,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,py3,0.0825,2PACz,0.2475,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,19.63,77.07,1.12,22.83,v1,CH1,5283,41,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38283,0326\GP_PL_20250326_11_54.csv,20172.771,2800,3600,3.6,17856.771,0326\GP_PL_20250326_11_54.csv,20172.771,2800,30400,2001.772,10600,6034.772,1.812563974,34733
23034,20241226,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PMACl,0.7,,,MeO-4PADBC,0.165,MeO-2PACz,0.165,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,19.01,73.32,1.08,23.92,v1,CH2,5759,45,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38281,0326\GP_PL_20250326_11_54.csv,20172.771,2800,3600,3.6,17856.771,0326\GP_PL_20250326_11_54.csv,20172.771,2800,30400,2001.772,10600,6034.772,1.812563974,34417
27984,20250113,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,MeO-4PADBC,0.11,py3,0.22,,,1000,10,5000,30,8,200,110,25,,,,,,,,,,,,,,,20.04,74.75,1.11,24.07,v1,CH4,6996,57,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31683,0326\GP_PL_20250326_11_54.csv,20172.771,2800,3600,3.6,17856.771,0326\GP_PL_20250326_11_54.csv,20172.771,2800,30400,2001.772,10600,6034.772,1.812563974,32905
32931,20250312,Cs0.06FA0.84MA0.1Pb1I3.0,1.65,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1200,10,4129,37,6,153,110,28,,,,,,,,,,,,,,,19.16,73.68,1.08,24.15,v1,CH3,8233,67,3262,,,,,,,,,,,,,,,,,,,,24,22553.133,20.4,400,39800,2927.133,0.498121827,24600,4508.133,0.745661157,11600,6762.133,1.409910714,0311\GP_PL_20250311_15_54.csv,,,,,,,,,,,,,,,59.4,0311\GP_PL_20250311_15_54.csv,22553.133,400,1600,1.6,19892.133,0311\GP_PL_20250311_15_54.csv,22553.133,400,39800,2927.133,12000,6727.133,1.364310345,31615,0326\GP_PL_20250326_11_54.csv,20172.771,2800,3600,3.6,17856.771,0326\GP_PL_20250326_11_54.csv,20172.771,2800,30400,2001.772,10600,6034.772,1.812563974,31992
33263,20250114,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PMACl,0.7,,,py3,0.0825,DMACPA,0.2475,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,4000,30,10,100,100,7,19.74,84.12,1.01,23.21,v2,CH3,8316,69,3344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28601,0217\GP_PL_20250217_5_5.csv,13398.771,3200,3600,3.6,11600.771,0217\GP_PL_20250217_5_5.csv,13398.771,3200,34000,1335.772,8600,3845.772,1.769073889,26152
32604,20250312,Cs0.08FA0.82MA0.1Pb1I3.0,1.65,MACl,10,PEAI,0.5,,,Me-4PACz,0.2475,2PACz,0.0825,,,993,11,4382,31,11,199,100,24,,,,,,,,,,,,,,,19.73,78.77,1.07,23.35,v1,CH4,8151,67,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40167,0408\GP_PL_20250408_4_37.csv,23444.227,3000,3600,3.6,21060.227,0408\GP_PL_20250408_4_37.csv,23444.227,3000,24400,2305.226,12400,6853.226,1.765000106,36261
31944,20250305,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.8,,,py3,0.165,DMACPA,0.165,,,1900,28,5700,32,14,250,110,30,,,,,,,,,,,,,,,19.45,75.56,1.12,23.02,v1,CH4,7986,65,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9058,1121_2\GP_PL_20241121_16_80.csv,15071.154,3200,3600,3.6,12463.154,1121_2\GP_PL_20241121_16_80.csv,15071.154,3200,16600,1475.154,9200,4490.154,1.7635,20619
36232,20250314,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEACl,1.4,,,,,,,4700,31,10,100,100,4,19.62,75.38,1.08,24.2,v2,CH4,9058,82,4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31169,0227\20250227_120.csv,16472.146,2200,3600,3.6,14441.146,0227\20250227_120.csv,16472.146,2200,39800,2035.147,9000,4864.147,1.707058676,31057
21130,20241221,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,py3,0.0825,2PACz,0.2475,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,19.63,77.07,1.12,22.83,v1,CH1,5283,41,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29178,0219\GP_PL_20250219_23_23.csv,21668.58,3000,3600,3.6,19328.58,0219\GP_PL_20250219_23_23.csv,21668.58,3000,39800,4051.58,12200,6458.58,1.65326087,28001
31636,20250305,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,20.14,73.31,1.12,24.64,v1,CH4,7909,65,2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38234,0326\GP_PL_20250326_9_42.csv,20781.437,2600,3400,3.4,18449.437,0326\GP_PL_20250326_9_42.csv,20781.437,2600,31000,2058.438,10200,6058.438,1.937236711,33818
35903,20250311,Cs0.05FA0.8MA0.15Pb1I3.0,1.53,MACl,10,PEAI,0.4,,,2PACz,0.2475,MeO-4PADBC,0.0825,,,1000,10,5000,38,9,200,105,20,PEAI,1.9,,,,,,,5000,33,11,100,100,7,20.55,93.31,0.9,24.42,v2,CH3,8976,80,3984,,,,,,,,,,,,,,,,,,,,39,29988.436,21,0,23600,2982.435,1.144322076,15600,5832.436,1.548461538,7400,8833.436,2.858783784,0311\GP_PL_20250311_14_46.csv,,,,,,,,,,,,,,,60,0311\GP_PL_20250311_14_46.csv,29988.436,0,400,0.4,26587.436,0311\GP_PL_20250311_14_46.csv,29988.436,0,27000,2968.435,7400,8833.436,2.858783784,31114,0227\20250227_102.csv,19538.754,2600,3400,3.4,17468.754,0227\20250227_102.csv,19538.754,2600,39800,4473.753,10200,5538.753,1.842105395,29808
35576,20250307,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,200,110,25,PEAI,1.4,,,,,,,5000,30,14,120,100,5,21.96,79.9,1.12,24.46,v2,CH4,8894,79,3902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30937,0225\GP_PL_20250225_99_119.csv,19824.146,2600,3400,3.4,17569.146,0225\GP_PL_20250225_99_119.csv,19824.146,2600,39800,2097.147,10400,5682.147,1.813076795,28288
36872,20250318,Cs0.07FA0.83MA0.1Pb1I3.0,1.63,MACl,10,PEAI,0.5,,,Me-4PACz,0.198,2PACz,0.132,,,1000,10,5000,30,10,200,105,20,PEAI,1.9,,,,,,,5000,33,12,100,100,5,21.22,76.77,1.12,24.79,v2,CH4,9218,84,4226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31110,0227\20250227_103.csv,19195.146,2400,3400,3.4,17091.146,0227\20250227_103.csv,19195.146,2400,39800,4408.147,10000,5587.147,1.790526184,29519
32276,20250310,Cs0.07FA0.83MA0.1Pb1I3.0,1.63,MACl,10,PEAI,0.4,,,2PACz,0.2475,MeO-4PADBC,0.0825,,,1000,10,5000,32,13,200,105,20,,,,,,,,,,,,,,,20.91,362.42,1.1,5.27,v1,CH4,8069,66,3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38250,0326\GP_PL_20250326_10_46.csv,21552.771,2800,3400,3.4,18716.771,0326\GP_PL_20250326_10_46.csv,21552.771,2800,35800,2127.772,11400,6248.772,1.779534767,34109
29637,20250220,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PMACl,0.7,,,Me-4PACz,0.198,2PACz,0.132,,,1000,10,5000,30,6,160,110,30,,,,,,,,,,,,,,,20.04,73.1,1.11,24.6,v1,CH1,7410,61,2452,,,,,,,,,,,,,,,,,,,,34,32698.203,18,0,14000,3255.203,2.103071429,9600,6196.203,2.760625,7400,9558.203,3.127027027,0220\GP_PL_20250220_24_14.csv,,,,,,,,,,,,,,,52,0220\GP_PL_20250220_24_14.csv,32698.203,0,400,0.4,26300.203,0220\GP_PL_20250220_24_14.csv,32698.203,0,14000,3255.203,7400,9558.203,3.127027027,9682,1122_2\GP_PL_20241122_16_76.csv,15627.697,3000,3400,3.4,13923.697,1122_2\GP_PL_20241122_16_76.csv,15627.697,3000,19200,1531.698,9200,4608.698,1.777257903,21861
29302,20250219,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.8,,,py3,0.165,DMACPA,0.165,,,1000,10,4800,35,10,170,115,25,,,,,,,,,,,,,,,20.85,74.38,1.13,24.71,v1,CH2,7326,60,2371,,,,,,,,,,,,,,,,,,,,35,23322.771,24.2,2200,39800,2933.772,0.542260612,10000,4558.772,2.405640897,8600,6829.772,2.577031094,0219\GP_PL_20250219_54_54.csv,,,,,,,,,,,,,,,59.2,0219\GP_PL_20250219_54_54.csv,23322.771,2200,3600,3.6,20859.771,0219\GP_PL_20250219_54_54.csv,23322.771,2200,39800,2933.772,8600,6829.772,2.577031094,28596,0217\GP_PL_20250217_7_7.csv,14331.436,3000,3400,3.4,12572.436,0217\GP_PL_20250217_7_7.csv,14331.436,3000,21200,1390.435,8800,4297.436,1.73,25521
28312,20250217,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.8,,,Me-4PACz,0.198,DMACPA,0.132,,,1200,10,5000,40,10,170,115,25,,,,,,,,,,,,,,,20.87,73.3,1.13,25.12,v1,CH4,7078,58,2129,,,,,,,,,,,,,,,,,,,,40,23143.039,24.2,2200,39800,4238.039,0.502792553,10600,4400.039,2.231309524,9200,6637.039,2.358,0217\GP_PL_20250217_51_51.csv,,,,,,,,,,,,,,,64.2,0217\GP_PL_20250217_51_51.csv,23143.039,2200,2800,2.8,20551.039,0217\GP_PL_20250217_51_51.csv,23143.039,2200,39800,4238.039,17800,6922.039,1.039807692,28612,0217\GP_PL_20250217_11_11.csv,18086.771,2400,3400,3.4,16020.771,0217\GP_PL_20250217_11_11.csv,18086.771,2400,39800,3168.772,10600,5393.772,1.547926707,26459
36882,20250319,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.11,MeO-4PADBC,0.055,1000,10,5000,40,10,160,110,25,PEAI,1.9,,,,,,,5000,30,11,100,100,6,14.39,52.07,1.11,24.99,v3,CH2,9221,85,4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30428,0224\GP_PL_20250224_95_95.csv,24007.436,2200,2800,2.8,21268.436,0224\GP_PL_20250224_95_95.csv,24007.436,2200,39800,6099.436,17600,7191.436,1.091948052,37693
36963,20250319,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.066,2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1.9,,,,,,,5000,30,11,100,100,6,22.74,80.96,1.13,24.87,v3,CH3,9241,85,4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40294,0409\GP_PL_20250409_1_9.csv,20173.039,2200,2800,2.8,17828.039,0409\GP_PL_20250409_1_9.csv,20173.039,2200,53400,1963.039,19000,5962.039,0.845892857,40741
37361,20250321,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.055,2PACz,0.11,1000,10,5000,40,10,160,110,25,PEACl,1,,,,,,,4100,30,12,100,100,4,18.79,68.4,1.15,23.85,v3,CH1,9341,87,4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40426,0409\GP_PL_20250409_5_42.csv,19732.771,2200,2800,2.8,17753.771,0409\GP_PL_20250409_5_42.csv,19732.771,2200,65200,1969.772,23400,5909.772,0.652028255,41594
37421,20250321,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.066,2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1.4,,,,,,,5000,30,7,120,100,3,22.83,83.72,1.14,23.83,v3,CH1,9356,87,4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40314,0409\GP_PL_20250409_2_14.csv,18965.066,2200,2800,2.8,16993.066,0409\GP_PL_20250409_2_14.csv,18965.066,2200,49200,1852.066,18800,5662.065,0.801385602,40861
37601,20250324,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.212446352,DMACPA,0.070815451,2PACz,0.046738197,1000,10,5000,40,10,160,110,25,PEACl,1,,,,,,,4000,30,10,100,100,3,21.76,76.87,1.15,24.55,v3,CH1,9401,88,4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31842,0409\GP_PL_20250409_1_5.csv,18497.139,2200,2800,2.8,16519.139,0409\GP_PL_20250409_1_5.csv,18497.139,2200,56400,1829.139,20200,5466.139,0.723944444,38154
37721,20250324,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.0825,Me-2PACz,0.0825,1000,10,5000,40,10,160,110,25,PEACl,1,,,,,,,4000,30,10,100,100,3,11.43,28.06,0.9,45.34,v3,CH1,9431,88,4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40343,0409\GP_PL_20250409_3_21.csv,18057.139,2400,2800,2.8,16113.139,0409\GP_PL_20250409_3_21.csv,18057.139,2400,79800,2125.139,24600,5378.139,0.571126126,41139
